Player,Span,Mat,Start,Sub,Pts,Tries,Conv,Pens,Drop,GfM,Won,Lost,Draw,%
R Munro (Scot),1871-1871,1,1,0,0G,0,0,0,0,0,1,0,0,100
AC Munsie (Aust),1928-1928,1,1,0,0,0,0,0,0,0,0,1,0,0
B Munteanu (Rom),2000-2000,1,1,0,0,0,0,0,0,0,0,1,0,0
T Munteanu (Rom),2004-2004,1,0,1,0,0,0,0,0,0,1,0,0,100
CR Muntz (Fiji),2019-2019,1,0,1,0,0,0,0,0,0,1,0,0,100
K Murata (JPN),1963-1963,1,1,0,0,0,0,0,0,0,1,0,0,100
S Murayama (JPN),1967-1967,1,1,0,0,0,0,0,0,0,0,1,0,0
A Murphy (UAE),2013-2013,1,1,0,0,0,0,0,0,0,0,1,0,0
D Murphy (USA),1976-1976,1,1,0,0,0,0,0,0,0,0,1,0,0
JN Murphy (Ire),1992-1992,1,1,0,0,0,0,0,0,0,0,1,0,0
W Murphy (Aust),1912-1912,1,1,0,0,0,0,0,0,0,1,0,0,100
JC Murphy-O'Connor (Ire),1954-1954,1,1,0,3,0,0,1,0,0,0,1,0,0
JB Murray (Ire),1963-1963,1,1,0,0,0,0,0,0,0,0,1,0,0
LG Murray (Germ),2019-2019,1,0,1,0,0,0,0,0,0,0,1,0,0
PC Murray (NZ),1908-1908,1,1,0,0,0,0,0,0,0,0,0,1,50
R Murray (Arab),2006-2006,1,1,0,0,0,0,0,0,0,0,1,0,0
WA Murray (Can),1932-1932,1,1,0,0,0,0,0,0,0,0,1,0,0
CW Murtagh (Ire),1977-1977,1,1,0,0,0,0,0,0,0,0,1,0,0
E Mussi (Parag),1973-1973,1,1,0,0,0,0,0,0,0,0,1,0,0
P Mutai (Kenya),2011-2011,1,1,0,0,0,0,0,0,0,1,0,0,100
T Mutai (Kenya),2011-2011,1,1,0,0,0,0,0,0,0,1,0,0,100
T Mutch (HK),2007-2007,1,0,1,0,0,0,0,0,0,0,1,0,0
S Muthuthanthri (SL),2014-2014,1,1,0,0,0,0,0,0,0,0,1,0,0
D Mwangi Gachichi (Kenya),2015-2015,1,0,1,0,0,0,0,0,0,1,0,0,100
D Mwanja (Kenya),2011-2011,1,1,0,5,1,0,0,0,0,1,0,0,100
FR Myburgh (SA),1896-1896,1,1,0,0,0,0,0,0,0,0,1,0,0
WH Myburgh (SA),1924-1924,1,1,0,0,0,0,0,0,0,1,0,0,100
CJ Myeong (Korea),1986-1986,1,1,0,0,0,0,0,0,0,1,0,0,100
H Myers (Eng),1898-1898,1,1,0,0,0,0,0,0,0,0,1,0,0
RG Myers (NZ),1978-1978,1,1,0,0,0,0,0,0,0,0,1,0,0
K Myhre (Can),1970-1970,1,1,0,0,0,0,0,0,0,0,1,0,0
SJ Myler (Eng),2013-2013,1,0,1,2,0,1,0,0,0,1,0,0,100
JT Myles (Ire),1875-1875,1,1,0,0G,0,0,0,0,0,0,1,0,0
L Nabaro (Fiji),1976-1976,1,0,1,0,0,0,0,0,0,0,1,0,0
I Nabobo (Fiji),1976-1976,1,1,0,0,0,0,0,0,0,0,1,0,0
G Naborisi (Fiji),1954-1954,1,1,0,3,1,0,0,0,0,0,1,0,0
G Naborisi (Fiji),1992-1992,1,1,0,0,0,0,0,0,0,0,1,0,0
E Nabuli (Aust),2017-2017,1,1,0,0,0,0,0,0,0,0,1,0,0
IK Nacewa (Fiji),2003-2003,1,0,1,0,0,0,0,0,0,0,1,0,0
M Nache (Rom),1980-1980,1,1,0,0,0,0,0,0,0,1,0,0,100
T Nagata (JPN),1988-1988,1,1,0,0,0,0,0,0,0,0,1,0,0
I Nagatalevu (Fiji),1939-1939,1,1,0,0,0,0,0,0,0,1,0,0,100
M Nagtegaal (Neth),2001-2001,1,0,1,0,0,0,0,0,0,0,1,0,0
J Naikidi (Fiji),1982-1982,1,0,1,0,0,0,0,0,0,0,1,0,0
M Nailumu (Fiji),1976-1976,1,0,1,0,0,0,0,0,0,0,1,0,0
T Naito (JPN),1934-1934,1,1,0,3,1,0,0,0,0,1,0,0,100
F Naitoko (Tonga),2005-2005,1,0,1,0,0,0,0,0,0,0,1,0,0
I Namua (Fiji),1969-1969,1,1,0,8,2,1,0,0,0,1,0,0,100
A Namura (JPN),1977-1977,1,0,1,0,0,0,0,0,0,0,1,0,0
CY Nan (Korea),2007-2007,1,1,0,0,0,0,0,0,0,0,1,0,0
N Nanuku (Fiji),2005-2005,1,1,0,0,0,0,0,0,0,1,0,0,100
T Naqali (Fiji),2019-2019,1,0,1,0,0,0,0,0,0,1,0,0,100
L Naretto (Braz),1996-1996,1,1,0,0,0,0,0,0,0,0,1,0,0
R Narvaez Jareno (Spain),2011-2011,1,0,1,0,0,0,0,0,0,0,1,0,0
I Nasau (Fiji),1998-1998,1,0,1,0,0,0,0,0,0,1,0,0,100
D Nash (Zimb),1993-1993,1,1,0,0,0,0,0,0,0,0,1,0,0
EH Nash (Eng),1875-1875,1,1,0,1G,0,0,0,1,0,1,0,0,100
J Nasser (Parag),1983-1983,1,1,0,0,0,0,0,0,0,0,1,0,0
E Nathan (Italy),1930-1930,1,1,0,0,0,0,0,0,0,1,0,0,100
M Naufahu (Tonga),2016-2016,1,1,0,0,0,0,0,0,0,0,1,0,0
VML Navalhinhas (Port),2012-2012,1,0,1,0,0,0,0,0,0,0,1,0,0
H Navarro (Colom),2018-2018,1,0,1,0,0,0,0,0,0,0,1,0,0
E Naveyra (Arg),1998-1998,1,0,1,0,0,0,0,0,0,1,0,0,100
P Nayacakalou (Fiji),1957-1957,1,1,0,0,0,0,0,0,0,1,0,0,100
A Nayacalagilagi (Fiji),1926-1926,1,1,0,0,0,0,0,0,0,1,0,0,100
G Nazassi (Arg),1997-1997,1,1,0,0,0,0,0,0,0,1,0,0,100
R Nche (SA),2018-2018,1,1,0,0,0,0,0,0,0,0,1,0,0
O Nebel (Germ),1927-1927,1,1,0,0,0,0,0,0,0,0,1,0,0
P Nedelcovici (Rom),1924-1924,1,1,0,0,0,0,0,0,0,0,1,0,0
HK Neethling (Namib),1993-1993,1,0,1,5,1,0,0,0,0,1,0,0,100
BP Nee Nee (Samoa),2018-2018,1,0,1,0,0,0,0,0,0,0,1,0,0
S Neher (Neth),2002-2002,1,1,0,0,0,0,0,0,0,0,1,0,0
JM Neill (Ire),1926-1926,1,1,0,0,0,0,0,0,0,1,0,0,100
TP Neilson (Scot),1874-1874,1,1,0,0G,0,0,0,0,0,0,1,0,0
WG Neilson (Scot),1894-1894,1,1,0,0,0,0,0,0,0,1,0,0,100
TA Nelson (Scot),1898-1898,1,1,0,0,0,0,0,0,0,0,0,1,50
A Nerecan Valerdi (Spain),1954-1954,1,1,0,0,0,0,0,0,0,0,0,1,50
TJ Nesdale (Ire),1961-1961,1,1,0,0,0,0,0,0,0,0,1,0,0
AM Neto (Braz),1979-1979,1,1,0,0,0,0,0,0,0,0,1,0,0
B Neto (Braz),1979-1979,1,1,0,0,0,0,0,0,0,0,1,0,0
N Neto (Port),1995-1995,1,0,1,0,0,0,0,0,0,1,0,0,100
R Neves (Port),2002-2002,1,0,1,0,0,0,0,0,0,0,1,0,0
VP Neves (Port),1986-1986,1,1,0,0,0,0,0,0,0,0,1,0,0
EW Newman (Aust),1922-1922,1,1,0,3,1,0,0,0,0,0,1,0,0
AW Newton (Eng),1907-1907,1,1,0,0,0,0,0,0,0,0,1,0,0
JF Newton (Can),1962-1962,1,1,0,0,0,0,0,0,0,0,1,0,0
PA Newton (Eng),1882-1882,1,1,0,0G,0,0,0,0,0,0,1,0,0
TJW Ngaluafe (Tonga),2016-2016,1,0,1,0,0,0,0,0,0,0,1,0,0
J Ng'ang'a (Kenya),2011-2011,1,1,0,0,0,0,0,0,0,1,0,0,100
CJ Ngatai (NZ),2015-2015,1,0,1,0,0,0,0,0,0,1,0,0,100
SA Nichol (Scot),1994-1994,1,0,1,0,0,0,0,0,0,0,1,0,0
PL Nicholas (Eng),1902-1902,1,1,0,0,0,0,0,0,0,0,1,0,0
TJ Nicholas (Wales),1919-1919,1,1,0,0,0,0,0,0,0,0,1,0,0
DW Nicholl (Wales),1894-1894,1,1,0,0,0,0,0,0,0,0,1,0,0
FE Nicholls (Wales),1892-1892,1,1,0,0,0,0,0,0,0,0,1,0,0
HCW Nicholls (Wales),1958-1958,1,1,0,0,0,0,0,0,0,1,0,0,100
HE Nicholls (NZ),1921-1921,1,1,0,0,0,0,0,0,0,1,0,0,100
FC Nicholson (Aust),1904-1904,1,1,0,0,0,0,0,0,0,0,1,0,0
T Nicholson (Eng),1893-1893,1,1,0,0,0,0,0,0,0,1,0,0,100
F Nickel (Samoa),1957-1957,1,1,0,0,0,0,0,0,0,0,0,1,50
G Nicolas (Urug),2016-2016,1,0,1,0,0,0,0,0,0,1,0,0,100
N Nicolau (Rom),1940-1940,1,1,0,0,0,0,0,0,0,1,0,0,100
M Nicolosi (Italy),1982-1982,1,1,0,0,0,0,0,0,0,1,0,0,100
N Nieto (Spain),2020-2020,1,1,0,5,1,0,0,0,0,1,0,0,100
N Nifo (Samoa),2009-2009,1,1,0,0,0,0,0,0,0,1,0,0,100
A Nijaradze (Georg),2008-2008,1,0,1,0,0,0,0,0,0,1,0,0,100
CF Nimb (SA),1961-1961,1,1,0,9,0,3,1,0,0,1,0,0,100
Nimmo (Samoa),1957-1957,1,1,0,0,0,0,0,0,0,0,0,1,50
CS Nimmo (Scot),1920-1920,1,1,0,0,0,0,0,0,0,0,1,0,0
BF Ninnes (Eng),1971-1971,1,1,0,0,0,0,0,0,0,0,1,0,0
K Ninoguchi (JPN),1956-1956,1,1,0,0,0,0,0,0,0,0,1,0,0
Z Nishi (JPN),1936-1936,1,1,0,0,0,0,0,0,0,0,0,1,50
H Nishida (JPN),1994-1994,1,1,0,10,2,0,0,0,0,1,0,0,100
H Nishizumi (JPN),1963-1963,1,1,0,0,0,0,0,0,0,1,0,0,100
F Nistor (Rom),1986-1986,1,1,0,0,0,0,0,0,0,1,0,0,100
U Niuila (Tonga),1990-1990,1,1,0,0,0,0,0,0,0,0,1,0,0
I Njoroge Ikigu (Kenya),2019-2019,1,1,0,0,0,0,0,0,0,0,1,0,0
RM Noble (USA),1912-1912,1,1,0,0,0,0,0,0,0,0,1,0,0
Noel (Braz),1975-1975,1,1,0,0,0,0,0,0,0,0,1,0,0
A Noguera (Parag),2010-2010,1,0,1,0,0,0,0,0,0,0,1,0,0
AT Noilea (Fiji),2009-2009,1,1,0,5,1,0,0,0,0,1,0,0,100
B Noirot (Fra),2010-2010,1,0,1,0,0,0,0,0,0,1,0,0,100
I Noor (SL),2011-2011,1,0,1,0,0,0,0,0,0,0,1,0,0
A Normand (Fra),1957-1957,1,1,0,0,0,0,0,0,0,1,0,0,100
S Northmore (Eng),1897-1897,1,1,0,0,0,0,0,0,0,0,1,0,0
Norton (Chile),1991-1991,1,1,0,0,0,0,0,0,0,0,1,0,0
J Norton (Port),1935-1935,1,1,0,0,0,0,0,0,0,0,1,0,0
I Novikov (Russ),1994-1994,1,1,0,0,0,0,0,0,0,1,0,0,100
J Novoa (Urug),2011-2011,1,1,0,0,0,0,0,0,0,0,1,0,0
F Ntamack (Fra),2001-2001,1,1,0,0,0,0,0,0,0,1,0,0,100
S Ntubeni (SA),2019-2019,1,0,1,0,0,0,0,0,0,1,0,0,100
A Nubials Cabestany (Spain),1929-1929,1,1,0,0,0,0,0,0,0,1,0,0,100
AC Nunes (Port),1954-1954,1,1,0,0,0,0,0,0,0,0,1,0,0
C Nunez (Parag),1993-1993,1,1,0,0,0,0,0,0,0,0,1,0,0
D Nunez Cubas (Spain),2002-2002,1,0,1,0,0,0,0,0,0,0,1,0,0
JL Nykamp (SA),1933-1933,1,1,0,0,0,0,0,0,0,0,1,0,0
LFL Oakley (Eng),1951-1951,1,1,0,0,0,0,0,0,0,0,1,0,0
AC Oancea (Rom),2014-2014,1,0,1,0,0,0,0,0,0,0,1,0,0
JG O'Brien (NZ),1914-1914,1,1,0,0,0,0,0,0,0,1,0,0,100
K O'Byrne (Kenya),1962-1962,1,1,0,0,0,0,0,0,0,0,1,0,0
TR O'Callaghan (NZ),1949-1949,1,1,0,3,0,0,1,0,0,0,1,0,0
R Ochoa (Arg),1956-1956,1,1,0,0,0,0,0,0,0,0,1,0,0
WJ O'Connell (Ire),1955-1955,1,1,0,0,0,0,0,0,0,0,1,0,0
J O'Connor (Ire),1895-1895,1,1,0,0,0,0,0,0,0,0,1,0,0
J O'Connor (UAE),2012-2012,1,1,0,0,0,0,0,0,0,0,1,0,0
JJ O'Connor (Ire),1909-1909,1,1,0,3,1,0,0,0,0,1,0,0,100
MG O'Connor (Aust),1994-1994,1,1,0,0,0,0,0,0,0,1,0,0,100
PJ O'Connor (Ire),1887-1887,1,1,0,0G,0,0,0,0,0,0,1,0,0
R O'Connor (Wales),1957-1957,1,1,0,0,0,0,0,0,0,0,1,0,0
RVM Odbert (Ire),1928-1928,1,1,0,0,0,0,0,0,0,1,0,0,100
B Odhiambo (Kenya),2019-2019,1,1,0,0,0,0,0,0,0,0,1,0,0
DH O'Donnell (NZ),1949-1949,1,1,0,0,0,0,0,0,0,0,1,0,0
J O'Donnell (Aust),1899-1899,1,1,0,0,0,0,0,0,0,0,1,0,0
M O'Donnell (USA),1976-1976,1,1,0,0,0,0,0,0,0,0,1,0,0
R Ofisa Treviranus (Samoa),2011-2011,1,1,0,0,0,0,0,0,0,0,1,0,0
KP O'Flanagan (Ire),1947-1947,1,1,0,0,0,0,0,0,0,0,1,0,0
M O'Flanagan (Ire),1948-1948,1,1,0,0,0,0,0,0,0,1,0,0,100
D O'Grady (Ire),1997-1997,1,1,0,0,0,0,0,0,0,0,1,0,0
JD O'Halloran (NZ),2000-2000,1,0,1,0,0,0,0,0,0,1,0,0,100
B O'Hara (HK),2005-2005,1,1,0,0,0,0,0,0,0,0,1,0,0
R Ohara (JPN),1956-1956,1,1,0,0,0,0,0,0,0,0,1,0,0
M Ohotsuka (JPN),1953-1953,1,1,0,0,0,0,0,0,0,0,1,0,0
S Oikawa (JPN),1980-1980,1,1,0,5,0,1,1,0,0,0,1,0,0
J Okoth (Kenya),2019-2019,1,1,0,0,0,0,0,0,0,0,1,0,0
GO Okwach (Kenya),2019-2019,1,1,0,5,1,0,0,0,0,0,1,0,0
B Okwomi (Kenya),2011-2011,1,1,0,0,0,0,0,0,0,1,0,0,100
FJ Olaciregui Arrieta (Spain),1975-1975,1,1,0,0,0,0,0,0,0,0,1,0,0
MM Olarasu (Rom),2000-2000,1,1,0,0,0,0,0,0,0,0,1,0,0
V Olepirenko (Ukr),2006-2006,1,0,1,0,0,0,0,0,0,0,1,0,0
A Olive (Samoa),2008-2008,1,0,1,0,0,0,0,0,0,1,0,0,100
GK Oliver (Scot),1970-1970,1,1,0,0,0,0,0,0,0,0,1,0,0
HM Olivier (Namib),2018-2018,1,1,0,0,0,0,0,0,0,0,1,0,0
P Olivier (Phil),2013-2013,1,1,0,0,0,0,0,0,0,0,1,0,0
J Olle Serra (Spain),1954-1954,1,1,0,0,0,0,0,0,0,1,0,0,100
R O'Loughlin (Ire),2017-2017,1,0,1,0,0,0,0,0,0,1,0,0,100
E Olver (SA),1896-1896,1,1,0,0,0,0,0,0,0,0,1,0,0
DP O'Mahony (Ire),1995-1995,1,1,0,0,0,0,0,0,0,0,1,0,0
D O'Malley (Arab),2008-2008,1,1,0,0,0,0,0,0,0,0,1,0,0
H Omar (SL),1974-1974,1,1,0,0,0,0,0,0,0,0,1,0,0
A Omuka (Kenya),2011-2011,1,1,0,0,0,0,0,0,0,1,0,0,100
A Onega Camacho (Spain),2006-2006,1,0,1,0,0,0,0,0,0,1,0,0,100
JB O'Neill (Ire),1920-1920,1,1,0,0,0,0,0,0,0,0,1,0,0
KJ O'Neill (NZ),2008-2008,1,0,1,0,0,0,0,0,0,0,1,0,0
V Ongera (Kenya),2011-2011,1,1,0,0,0,0,0,0,0,1,0,0,100
T Ooba (JPN),1982-1982,1,1,0,0,0,0,0,0,0,0,1,0,0
WE Openshaw (Eng),1879-1879,1,1,0,0G,0,0,0,0,0,1,0,0,100
S Opsomer (Belg),2019-2019,1,0,1,0,0,0,0,0,0,0,1,0,0
L Orel (Czech),2006-2006,1,0,1,0,0,0,0,0,0,0,1,0,0
C Oriolli (Braz),2002-2002,1,0,1,0,0,0,0,0,0,0,1,0,0
A Oriol Bosch (Spain),1957-1957,1,1,0,0,0,0,0,0,0,0,1,0,0
M Ormsby (USA),1983-1983,1,1,0,0,0,0,0,0,0,0,1,0,0
RW Orr (NZ),1949-1949,1,1,0,0,0,0,0,0,0,0,1,0,0
Z Orr (Urug),1969-1969,1,1,0,0,0,0,0,0,0,0,1,0,0
H Ortega (Chile),1985-1985,1,1,0,0,0,0,0,0,0,0,1,0,0
R Ortega Lampaya (Spain),1998-1998,1,0,1,0,0,0,0,0,0,0,1,0,0
RR Osborne (Eng),1871-1871,1,1,0,0G,0,0,0,0,0,0,1,0,0
SH Osborne (Eng),1905-1905,1,1,0,0,0,0,0,0,0,0,1,0,0
S Ose (Fiji),1967-1967,1,1,0,0,0,0,0,0,0,1,0,0,100
SG Osler (SA),1928-1928,1,1,0,0,0,0,0,0,0,1,0,0,100
B Ossenkoppele (Neth),1998-1998,1,1,0,0,0,0,0,0,0,0,1,0,0
M Ostazo (Urug),1985-1985,1,1,0,0,0,0,0,0,0,0,1,0,0
AC O'Sullivan (Ire),1882-1882,1,1,0,0G,0,0,0,0,0,0,1,0,0
W O'Sullivan (Ire),1895-1895,1,1,0,0,0,0,0,0,0,0,1,0,0
G Ota (JPN),1930-1930,1,1,0,0,0,0,0,0,0,0,0,1,50
I Ota (JPN),1936-1936,1,1,0,0,0,0,0,0,0,0,0,1,50
C Oteo Calatayud (Spain),1982-1982,1,1,0,0,0,0,0,0,0,0,1,0,0
T Otsuka (JPN),1952-1952,1,1,0,0,0,0,0,0,0,0,1,0,0
N Owashi (JPN),1992-1992,1,1,0,7,0,2,1,0,0,1,0,0,100
AD Owen (Wales),1924-1924,1,1,0,3,1,0,0,0,0,0,1,0,0
L Owens (HK),2016-2016,1,1,0,0,0,0,0,0,0,0,1,0,0
K Oxman (USA),1976-1976,1,1,0,12,0,0,4,0,0,0,1,0,0
M Oyabu (JPN),1998-1998,1,1,0,0,0,0,0,0,0,0,1,0,0
NO Oyoo (Kenya),2018-2018,1,1,0,0,0,0,0,0,0,0,1,0,0
S Pacey (Can),2005-2005,1,0,1,0,0,0,0,0,0,0,1,0,0
M Pacheco (Arg),1938-1938,1,1,0,0,0,0,0,0,0,1,0,0,100
W Packer (HK),1998-1998,1,1,0,0,0,0,0,0,0,0,1,0,0
S Padrisa Vinegia (Spain),2006-2006,1,1,0,0,0,0,0,0,0,0,1,0,0
M Paea (Tonga),2013-2013,1,1,0,0,0,0,0,0,0,0,1,0,0
Paez (Parag),1983-1983,1,1,0,0,0,0,0,0,0,0,1,0,0
F Paganelli (Italy),1972-1972,1,0,1,0,0,0,0,0,0,0,0,1,50
DV Pahl (Can),1971-1971,1,1,0,0,0,0,0,0,0,0,1,0,0
D Paixao (Braz),2015-2015,1,0,1,0,0,0,0,0,0,0,1,0,0
JM Paixao (Port),1974-1974,1,1,0,0,0,0,0,0,0,0,1,0,0
V Pakhomov (Kazak),2012-2012,1,1,0,0,0,0,0,0,0,0,1,0,0
J Palacios Santaella (Spain),1984-1984,1,1,0,0,0,0,0,0,0,0,1,0,0
J Palacios Ucelay (Spain),1931-1931,1,1,0,0,0,0,0,0,0,1,0,0,100
C Palamino Carreno (Spain),1927-1927,1,1,0,0,0,0,0,0,0,0,1,0,0
T Palamo (Samoa),1972-1972,1,1,0,0,0,0,0,0,0,0,1,0,0
J Palat (Fra),1938-1938,1,1,0,0,0,0,0,0,0,1,0,0,100
SW Palei (Tonga),2009-2009,1,0,1,0,0,0,0,0,0,0,1,0,0
AN Palii (Rom),2016-2016,1,0,1,0,0,0,0,0,0,1,0,0,100
Palma (Chile),1995-1995,1,1,0,0,0,0,0,0,0,0,1,0,0
A Palma (Chile),1989-1989,1,1,0,0,0,0,0,0,0,0,1,0,0
DP Palmer (Aust),2012-2012,1,1,0,0,0,0,0,0,0,0,1,0,0
FH Palmer (Eng),1905-1905,1,1,0,0,0,0,0,0,0,0,1,0,0
P Palu (Tonga),1981-1981,1,1,0,0,0,0,0,0,0,1,0,0,100
TM Palu (Tonga),2008-2008,1,1,0,0,0,0,0,0,0,0,1,0,0
Panapa (Samoa),1932-1932,1,1,0,0,0,0,0,0,0,0,1,0,0
LY Pang (HK),2007-2007,1,0,1,0,0,0,0,0,0,0,1,0,0
G Paolin (Italy),1929-1929,1,0,1,0,0,0,0,0,0,0,1,0,0
M Papali'i (Samoa),1955-1955,1,1,0,0,0,0,0,0,0,0,1,0,0
M Papali'i (Samoa),1955-1955,1,1,0,0,0,0,0,0,0,0,1,0,0
V Paquet (Belg),2018-2018,1,0,1,0,0,0,0,0,0,1,0,0,100
C Pardon (Arab),2006-2006,1,1,0,0,0,0,0,0,0,0,1,0,0
K Parfrey (Can),2005-2005,1,0,1,0,0,0,0,0,0,1,0,0,100
PS Parfrey (Ire),1974-1974,1,1,0,0,0,0,0,0,0,0,1,0,0
JH Pargade (Fra),1953-1953,1,1,0,0,0,0,0,0,0,1,0,0,100
EJ Park (Korea),1987-1987,1,1,0,0,0,0,0,0,0,0,1,0,0
H Park (Korea),2015-2015,1,0,1,0,0,0,0,0,0,0,1,0,0
J Park (Scot),1934-1934,1,1,0,0,0,0,0,0,0,0,1,0,0
KS Park (Korea),2003-2003,1,0,1,0,0,0,0,0,0,0,1,0,0
SG Park (Korea),2006-2006,1,0,1,0,0,0,0,0,0,0,1,0,0
SK Park (Korea),1994-1994,1,1,0,0,0,0,0,0,0,0,1,0,0
YD Park (Korea),2010-2010,1,1,0,0,0,0,0,0,0,0,1,0,0
CE Parkinson (Aust),1907-1907,1,1,0,0,0,0,0,0,0,0,1,0,0
D Parks (USA),1980-1980,1,1,0,0,0,0,0,0,0,0,1,0,0
EI Parsons (Eng),1939-1939,1,1,0,0,0,0,0,0,0,1,0,0,100
G Parsons (Wales),1947-1947,1,1,0,0,0,0,0,0,0,0,1,0,0
E Parthmore (USA),1977-1977,1,1,0,0,0,0,0,0,0,0,1,0,0
JEC Partridge (SA),1903-1903,1,1,0,0,0,0,0,0,0,0,0,1,50
G Pasache (Rom),2001-2001,1,0,1,0,0,0,0,0,0,0,1,0,0
H Pascuali (Arg),1936-1936,1,1,0,0,0,0,0,0,0,0,1,0,0
H Pasman (Arg),1936-1936,1,1,0,0,0,0,0,0,0,1,0,0,100
I Pasman (Arg),2008-2008,1,0,1,0,0,0,0,0,0,1,0,0,100
E Passarotto (Italy),1975-1975,1,0,1,0,0,0,0,0,0,1,0,0,100
A Patairi (Cooks),2014-2014,1,0,1,0,0,0,0,0,0,0,1,0,0
GN Paterson (Kenya),1962-1962,1,1,0,0,0,0,0,0,0,0,1,0,0
GQ Paterson (Scot),1876-1876,1,1,0,0G,0,0,0,0,0,0,1,0,0
S Pathirana (SL),2014-2014,1,0,1,0,0,0,0,0,0,0,1,0,0
TM Pati (Samoa),1997-1997,1,1,0,0,0,0,0,0,0,1,0,0,100
D Patterson (Scot),1896-1896,1,1,0,0,0,0,0,0,0,0,1,0,0
H Pattrick (HK),2012-2012,1,1,0,0,0,0,0,0,0,1,0,0,100
FS Patu (Samoa),1979-1979,1,1,0,0,0,0,0,0,0,0,1,0,0
O Patu (Samoa),1980-1980,1,1,0,0,0,0,0,0,0,0,1,0,0
JE Paul (Eng),1875-1875,1,1,0,0G,0,0,0,0,0,0,0,1,50
R Paul (Fra),1940-1940,1,1,0,0,0,0,0,0,0,0,1,0,0
G Pauthe (Fra),1956-1956,1,1,0,3,1,0,0,0,0,1,0,0,100
TV Pau'u (Tonga),1992-1992,1,1,0,0,0,0,0,0,0,1,0,0,100
R Pavan (Italy),2008-2008,1,0,1,0,0,0,0,0,0,0,1,0,0
A Payne (HK),1991-1991,1,1,0,0,0,0,0,0,0,0,1,0,0
HT Payne (Wales),1935-1935,1,1,0,0,0,0,0,0,0,1,0,0,100
E Peake (Wales),1881-1881,1,1,0,0G,0,0,0,0,0,0,1,0,0
FE Pease (Eng),1887-1887,1,1,0,0G,0,0,0,0,0,0,1,0,0
P Pedeutour (Fra),1980-1980,1,1,0,3,0,0,0,1,0,1,0,0,100
R Pedlow (Ire),1891-1891,1,1,0,0,0,0,0,0,0,0,1,0,0
C Pegado (Port),1972-1972,1,1,0,0,0,0,0,0,0,0,1,0,0
EV Pegge (Wales),1891-1891,1,1,0,0,0,0,0,0,0,0,1,0,0
D Pei-jie Chang (HK),2013-2013,1,0,1,5,1,0,0,0,0,1,0,0,100
W Peirce (Ire),1881-1881,1,1,0,0G,0,0,0,0,0,0,1,0,0
O Peleseuma (Samoa),2016-2016,1,0,1,0,0,0,0,0,0,1,0,0,100
J Pelissie (Fra),2013-2013,1,0,1,0,0,0,0,0,0,1,0,0,100
L Pelliccione (Italy),1977-1977,1,1,0,0,0,0,0,0,0,0,1,0,0
KS Pen (Taip),1998-1998,1,1,0,6,0,0,2,0,0,0,1,0,0
P Pena (Parag),1975-1975,1,1,0,0,0,0,0,0,0,0,1,0,0
J Penaluna (Can),1996-1996,1,0,1,5,1,0,0,0,0,1,0,0,100
Penco (Urug),1960-1960,1,1,0,0,0,0,0,0,0,0,1,0,0
G Penjueli (Fiji),1994-1994,1,1,0,0,0,0,0,0,0,0,1,0,0
AP Penman (Aust),1905-1905,1,1,0,0,0,0,0,0,0,0,1,0,0
WM Penman (Scot),1939-1939,1,1,0,0,0,0,0,0,0,0,1,0,0
CJ Pennell (Eng),2014-2014,1,0,1,0,0,0,0,0,0,0,1,0,0
SH Penny (Eng),1909-1909,1,1,0,0,0,0,0,0,0,0,1,0,0
T Penny (HK),1982-1982,1,1,0,0,0,0,0,0,0,0,1,0,0
G Peradze (Georg),1991-1991,1,1,0,0,0,0,0,0,0,1,0,0,100
Pereira (Chile),1964-1964,1,1,0,0,0,0,0,0,0,0,1,0,0
L Pereira Soler (Spain),2004-2004,1,0,1,0,0,0,0,0,0,1,0,0,100
S Perepyolkin (Russ),1993-1993,1,1,0,0,0,0,0,0,0,0,1,0,0
A Perera (SL),2011-2011,1,1,0,0,0,0,0,0,0,0,1,0,0
D Perera (SL),2011-2011,1,1,0,0,0,0,0,0,0,0,1,0,0
H Perera (SL),2014-2014,1,1,0,0,0,0,0,0,0,0,1,0,0
J Perez (Urug),2004-2004,1,1,0,0,0,0,0,0,0,1,0,0,100
N Perez (Arg),1968-1968,1,1,0,0,0,0,0,0,0,0,0,1,50
JT Perez Acle (Chile),2018-2018,1,0,1,0,0,0,0,0,0,1,0,0,100
A Perez Lopez (Spain),1935-1935,1,1,0,0,0,0,0,0,0,1,0,0,100
J Perez Lopez (Spain),1931-1931,1,1,0,0,0,0,0,0,0,1,0,0,100
M Peri Brusa (Arg),1998-1998,1,0,1,0,0,0,0,0,0,1,0,0,100
D Perju (Rom),2016-2016,1,0,1,0G,0,0,0,0,0,1,0,0,100
G Perkins (UAE),2013-2013,1,0,1,0,0,0,0,0,0,0,1,0,0
B Perrin (HK),1997-1997,1,0,1,0,0,0,0,0,0,1,0,0,100
PD Perrin (Aust),1962-1962,1,1,0,0,0,0,0,0,0,0,1,0,0
F Perrone (Italy),1951-1951,1,1,0,0,0,0,0,0,0,1,0,0,100
ES Perrott (Eng),1875-1875,1,1,0,0G,0,0,0,0,0,1,0,0,100
WJ Perry (Wales),1911-1911,1,1,0,0,0,0,0,0,0,1,0,0,100
L Perziano (Italy),1993-1993,1,1,0,5,1,0,0,0,0,1,0,0,100
